Geneid	Length	RNA-seq_Gametocyte_WT_1	RNA-seq_Gametocyte_WT_2	RNA-seq_Gametocyte_WT_3	RNA-seq_gSNF2_KO_1	RNA-seq_gSNF2_KO_2	RNA-seq_gSNF2_KO_3
PBANKA_1127200	909	225	157	50	51	101	25
PBANKA_1127300	1158	785	287	113	59	206	94
PBANKA_1127400	1710	212	81	43	42	114	23
PBANKA_1127500	2112	1465	1005	284	317	820	284
PBANKA_1127600	885	55	6	10	9	22	15
PBANKA_1127700	2070	1808	663	349	253	701	153
PBANKA_1127800	1140	4716	2637	868	617	1532	605
PBANKA_1127900	3855	466	177	43	50	153	57
PBANKA_1128000	279	1	0	0	0	3	1
PBANKA_1128100	2256	5224	4241	1155	1090	1901	942
PBANKA_1128200	1536	2332	741	304	312	772	263
PBANKA_1128300	1845	542	240	112	83	232	64
PBANKA_1128400	723	108	68	28	19	41	21
PBANKA_1128500	18600	17133	4494	274	755	4567	895
PBANKA_1128600	3018	3538	1051	373	284	898	221
PBANKA_1128700	921	1914	1702	724	277	1029	191
PBANKA_1128800	840	16070	17751	8067	15277	24403	7164
PBANKA_1128900	1944	3137	1731	523	520	1370	379
PBANKA_1129000	402	12748	13781	3031	5491	8755	3171
PBANKA_1129100	8481	15575	4765	244	856	2424	531
PBANKA_1129200	1182	610	305	133	83	242	40
PBANKA_1129300	1479	258	138	40	34	93	12
PBANKA_1129400	2424	3376	1170	355	310	1162	223
PBANKA_1129500	2013	288	159	71	78	162	33
PBANKA_1129600	1152	2734	3624	1077	58	710	31
PBANKA_1129700	1776	1749	628	180	116	370	43
PBANKA_1129800	843	14523	6897	2441	1105	5313	693
PBANKA_1129900	5358	2870	805	314	298	1032	212
PBANKA_1130000	2883	2125	531	206	236	669	153
PBANKA_1130100	984	1103	807	257	220	718	205
PBANKA_1130200	666	1042	663	166	104	581	59
PBANKA_1130300	507	525	408	122	55	174	39
PBANKA_1130400	741	1920	1573	983	696	2873	407
PBANKA_1130500	726	1834	1335	684	582	1536	313
PBANKA_1130600	1542	339	153	61	73	171	67
PBANKA_1130700	999	957	465	159	131	520	152
PBANKA_1130800	2352	1596	624	181	283	507	130
PBANKA_1130900	2937	7195	3267	760	874	2422	585
PBANKA_1131000	546	1608	1241	491	744	1343	447
PBANKA_1131100	1320	1910	1213	367	564	783	413
PBANKA_1131200	768	295	178	80	48	273	33
PBANKA_1131300	1134	167	129	34	33	89	38
PBANKA_1131400	1788	18229	7582	2304	1471	5557	1775
PBANKA_1131500	1680	4667	3043	803	579	1902	556
PBANKA_1131600	2823	9976	4583	1295	1035	1601	541
PBANKA_1131700	2589	975	354	152	116	249	58
PBANKA_1131800	1536	482	281	130	82	314	57
PBANKA_1131851	73	24	7	3	8	19	11
PBANKA_1131900	2136	3053	1040	373	241	1042	188
PBANKA_1132000	3435	3361	692	223	268	839	436
PBANKA_1132100	258	497	443	229	336	656	214
PBANKA_1132200	1188	408	190	88	40	155	25
PBANKA_1132300	3918	37028	10550	2453	3151	13467	1909
PBANKA_1132400	2817	1443	518	107	100	488	101
PBANKA_1132500	504	381	257	94	108	204	46
PBANKA_1132600	609	1775	2026	1170	2236	3897	845
PBANKA_1132700	2955	3787	1335	270	458	1744	462
PBANKA_1132800	585	2462	1723	828	519	1698	89
PBANKA_1132900	1440	1474	921	234	192	493	199
PBANKA_1133000	597	271	283	85	64	168	41
PBANKA_1133100	11028	93042	19457	314	4246	25605	4203
PBANKA_1133200	867	2366	2640	882	964	2171	470
PBANKA_1133300	1332	1691	1335	670	1460	1960	648
PBANKA_1133400	1332	1718	1137	386	1407	2309	602
PBANKA_1133500	1683	1144	575	237	155	408	116
PBANKA_1133600	366	869	476	137	20	52	15
PBANKA_1133700	3105	2539	1119	377	179	691	145
PBANKA_1133800	2604	4546	1823	538	511	1038	278
PBANKA_1133900	354	170	111	56	36	152	45
PBANKA_1134000	3750	1991	705	176	249	614	170
PBANKA_1134100	1590	4978	2445	1044	844	1808	728
PBANKA_1134200	783	212	120	53	56	80	35
PBANKA_1134300	6291	3706	1047	110	325	1046	235
PBANKA_1134400	2232	2994	1669	475	221	791	146
PBANKA_1134500	4458	1183	313	164	137	490	86
PBANKA_1134600	1002	181	69	45	33	88	10
PBANKA_1134700	411	987	951	651	468	2179	258
PBANKA_1134800	1716	672	408	136	87	262	92
PBANKA_1134900	2613	213273	93339	19004	18559	69693	13721
PBANKA_1135000	462	1654	530	273	114	527	55
PBANKA_1135100	456	3908	2838	878	989	2813	648
PBANKA_1135200	1104	1615	1374	339	721	944	480
PBANKA_1135300	9162	2456	866	189	283	895	221
PBANKA_1135400	2121	1681	583	173	146	482	85
PBANKA_1135500	759	3763	2231	668	797	1405	561
PBANKA_1135600	3054	1363	550	205	185	489	169
PBANKA_1135700	1536	5970	4081	501	1078	3269	586
PBANKA_1135800	492	2390	1791	433	354	982	275
PBANKA_1135900	9552	3801	938	208	229	1052	226
PBANKA_1136000	591	236	199	46	39	111	25
PBANKA_1136100	5310	9032	4155	502	1566	4341	1189
PBANKA_1136200	534	1178	1557	1393	952	3642	485
PBANKA_1136300	543	1631	1843	810	1047	3031	568
PBANKA_1136400	771	1193	954	391	362	898	154
PBANKA_1136500	1128	333	153	104	65	220	29
PBANKA_1136600	960	333	235	68	44	217	25
PBANKA_1136700	9015	21029	6661	1666	1462	5915	1057
PBANKA_1136900	2739	4887	1739	473	419	1125	199
PBANKA_1137000	3450	10714	4535	1324	1050	2851	860
PBANKA_1137100	2202	422	151	70	78	136	27
PBANKA_1137200	2829	4446	2901	445	1030	2250	581
PBANKA_1137300	5172	11754	4966	811	941	2782	802
PBANKA_1137400	750	11281	9675	3395	2785	13384	2167
PBANKA_1137500	432	2605	1453	622	310	1353	213
PBANKA_1137600	405	517	309	123	65	244	39
PBANKA_1137700	678	4146	3528	868	1107	2039	602
PBANKA_1137800	7818	5394	1813	120	440	1684	442
PBANKA_1137900	825	10575	6125	2097	1500	3762	1172
PBANKA_1138000	597	2691	2312	949	1730	3270	724
PBANKA_1138100	822	901	926	305	196	586	155
PBANKA_1138200	1428	23773	17097	4487	6187	9730	3000
PBANKA_1138300	582	1617	878	250	269	657	191
PBANKA_1138400	5769	12259	5707	348	1476	4349	1566
PBANKA_1138500	2142	408	170	52	42	203	44
PBANKA_1138600	867	21252	15985	4278	2741	9476	2671
PBANKA_1138700	4254	2455	913	68	226	726	351
PBANKA_1138800	6117	3138	799	258	248	635	114
PBANKA_1138900	4569	45461	17001	4460	4280	15077	2820
PBANKA_1139000	3363	1280	517	149	53	158	39
PBANKA_1139100	2961	1237	574	177	149	445	87
PBANKA_1139200	1326	506	185	117	70	253	37
PBANKA_1139300	762	204	126	69	35	109	24
PBANKA_1139400	2550	1126	225	98	94	336	74
PBANKA_1139500	2235	2078	832	279	191	727	157
PBANKA_1139600	543	26	4	5	9	20	9
PBANKA_1139700	2010	699	400	108	78	326	57
PBANKA_1139800	1980	5400	1974	615	329	854	167
PBANKA_1139900	540	979	488	188	107	391	51
PBANKA_1140000	2328	1204	524	188	169	462	98
PBANKA_1140100	5487	5336	1907	343	639	1649	381
PBANKA_1140200	3453	3393	1268	283	268	753	211
PBANKA_1140300	8811	7763	3611	404	527	1533	407
PBANKA_1140400	1536	598	228	88	70	282	53
PBANKA_1140500	2460	1847	750	222	144	667	97
PBANKA_1140600	618	2043	1440	399	410	979	397
PBANKA_1140700	1050	156	148	51	54	90	55
PBANKA_1140800	933	165	153	59	18	92	14
PBANKA_1140900	348	2437	2422	875	1367	2499	623
PBANKA_1141000	156	342	166	148	105	1297	54
PBANKA_1141100	2055	544	131	68	55	237	35
PBANKA_1141200	1566	132	30	13	25	83	18
PBANKA_1141300	1200	358	150	67	27	122	25
PBANKA_1141400	1641	4114	2631	803	935	1873	669
PBANKA_1141500	1131	3926	2518	1021	867	1954	454
PBANKA_1141600	1356	1531	671	238	189	661	116
PBANKA_1141700	387	7900	5268	1884	1609	4579	989
PBANKA_1141800	285	242	81	27	8	41	1
PBANKA_1141900	384	632	393	116	42	124	28
PBANKA_1142000	444	597	540	137	121	536	95
PBANKA_1142100	10053	3271	862	290	398	1158	366
PBANKA_1142300	3396	1497	565	233	144	477	123
PBANKA_1142400	450	3900	2609	1304	1426	4433	1177
PBANKA_1142500	1641	1409	632	201	151	484	122
PBANKA_1142600	996	610	269	111	102	287	89
PBANKA_1142700	1071	2542	2251	623	586	1661	242
PBANKA_1142800	1809	7505	3548	935	1236	2717	791
PBANKA_1142900	489	2535	2162	800	595	2836	294
PBANKA_1143000	1113	1973	1129	330	739	883	355
PBANKA_1143100	1143	1746	764	257	98	472	32
PBANKA_1143200	996	466	191	78	52	160	36
PBANKA_1143300	2979	1230	577	214	115	349	66
PBANKA_1143400	1071	13809	7202	2249	1789	5400	1005
PBANKA_1143500	675	718	461	190	94	458	40
PBANKA_1143600	3657	4206	1567	381	385	1143	377
PBANKA_1143700	3918	3621	1602	227	438	1311	548
PBANKA_1143800	768	10819	7256	2658	2162	5722	1409
PBANKA_1143900	375	265	229	237	177	651	99
PBANKA_1144000	936	2584	1869	647	1032	1828	678
PBANKA_1144100	1860	1386	592	223	179	440	88
PBANKA_1144200	687	931	595	185	104	614	87
PBANKA_1144300	939	948	491	202	77	442	81
PBANKA_1144400	2496	1016	351	121	115	333	71
PBANKA_1144500	279	476	243	87	44	301	48
PBANKA_1144600	1485	1174	1015	657	440	1983	192
PBANKA_1144700	4494	2469	735	153	231	1076	268
PBANKA_1144800	1086	4060	2217	672	433	1490	179
PBANKA_1144900	2268	679	286	111	85	218	64
PBANKA_1145000	1272	557	245	75	73	236	42
PBANKA_1145100	6309	4367	1332	333	398	1181	312
PBANKA_1145200	1308	13928	8203	2267	1537	5550	1098
PBANKA_1145300	7995	1881	598	169	191	568	248
PBANKA_1145400	1434	1233	625	234	227	396	81
PBANKA_1145500	3180	1699	509	231	159	511	121
PBANKA_1145600	2664	556	190	59	40	129	36
PBANKA_1145700	528	1900	966	362	181	397	98
PBANKA_1145721	74	13	39	12	45	24	29
PBANKA_1145731	72	8	10	18	27	19	15
PBANKA_1145741	74	27	38	30	47	61	11
PBANKA_1145751	72	7	29	12	15	23	5
PBANKA_1145761	71	13	6	3	13	15	9
PBANKA_1145800	540	6206	7373	3984	4756	13721	1668
PBANKA_1145900	837	2850	2098	634	1049	1785	288
PBANKA_1146000	1929	1315	413	149	98	267	41
PBANKA_1146100	582	31	32	7	2	5	1
PBANKA_1146200	660	215	105	26	19	24	2
PBANKA_1146241	882	31	20	6	4	18	3
PBANKA_1146261	2619	683	556	126	285	431	6
PBANKA_1146400	921	46	28	6	6	23	3
PBANKA_1146600	744	166	133	34	26	46	3
PBANKA_1146700	1023	555	308	80	78	145	14
PBANKA_1146721	912	278	130	34	52	175	7
PBANKA_1146741	807	7	0	0	0	1	0
PBANKA_1146761	1971	362	92	50	157	176	5
PBANKA_1146781	708	5	3	0	2	1	0
PBANKA_1200011	564	0	0	0	0	0	0
PBANKA_1200021	891	0	0	0	0	0	0
PBANKA_1200031	978	3	1	0	0	0	0
PBANKA_1200041	744	0	0	0	0	0	0
PBANKA_1200051	745	2	0	0	0	2	0
PBANKA_1200061	2781	16	8	0	9	3	5
PBANKA_1200071	831	4	3	0	0	0	0
PBANKA_1200081	933	0	1	0	1	2	0
PBANKA_1200091	1149	119	20	6	3	22	2
PBANKA_1200096	744	464	197	62	6	28	6
PBANKA_1200300	1080	94	27	8	3	19	0
PBANKA_1200400	993	1000	711	171	320	530	18
PBANKA_1200500	936	8	8	0	3	7	2
PBANKA_1200600	6621	4586	1240	48	433	1177	184
PBANKA_1200700	1290	235	293	65	113	186	83
PBANKA_1200800	750	7992	6819	1694	2922	3825	1704
PBANKA_1200900	615	747	305	91	80	213	60
PBANKA_1201000	1554	564	207	90	56	200	39
PBANKA_1201100	2739	1684	506	149	135	488	121
PBANKA_1201200	4224	8295	1750	53	336	3174	390
PBANKA_1201300	384	989	880	321	186	1002	89
PBANKA_1201400	3096	2028	784	296	113	685	88
PBANKA_1201500	285	1121	867	259	425	612	269
PBANKA_1201600	570	1224	659	212	95	735	44
PBANKA_1201700	459	790	772	195	124	640	71
PBANKA_1201800	5148	40926	18593	3100	3992	13737	2922
PBANKA_1201900	357	4626	3159	993	1371	4234	642
PBANKA_1202000	837	32054	28796	7520	7234	17075	3936
PBANKA_1202100	3441	5754	1879	521	516	1768	461
PBANKA_1202200	3582	10600	5073	823	1014	2387	929
PBANKA_1202300	783	2287	1258	393	256	1183	108
PBANKA_1202400	609	6423	6205	2691	2350	6948	1524
PBANKA_1202500	7689	2683	1127	263	410	1178	413
PBANKA_1202600	2934	89088	48091	9384	16817	30000	13306
PBANKA_1202700	2148	35968	16105	2483	5823	11313	4826
PBANKA_1202800	603	1645	749	275	255	836	255
PBANKA_1202900	3111	58	31	12	16	29	9
PBANKA_1203000	831	92	44	26	21	83	28
PBANKA_1203100	1035	48	45	19	25	45	9
PBANKA_1203200	954	169	66	25	43	58	34
PBANKA_1203300	2112	307	87	33	42	126	48
PBANKA_1203400	2958	847	499	206	229	809	114
PBANKA_1203450	189	175	179	81	58	323	34
PBANKA_1203500	879	1393	604	217	57	160	24
PBANKA_1203600	843	101	38	20	10	17	3
PBANKA_1203700	3828	14307	6521	1409	1641	4681	1785
PBANKA_1203800	1764	3298	42212	28063	649	3271	1076
PBANKA_1203900	2100	757	250	148	168	458	105
PBANKA_1204000	687	120	37	34	29	70	21
PBANKA_1204100	1704	5229	3277	816	852	2167	554
PBANKA_1204200	1323	23507	30249	8621	3947	7450	1673
PBANKA_1204300	558	2828	2299	813	387	1969	215
PBANKA_1204400	324	4731	2438	759	1419	1463	774
PBANKA_1204500	417	9511	9407	1878	3011	8789	1222
PBANKA_1204600	2565	665	274	80	95	294	74
PBANKA_1204700	861	168	50	24	24	76	21
PBANKA_1204800	582	810	521	202	107	434	105
PBANKA_1204900	864	1089	606	196	129	555	143
PBANKA_1205000	702	4880	2847	849	987	1766	731
PBANKA_1205100	630	27127	26219	6463	8297	18027	3765
PBANKA_1205200	816	11452	10815	3778	2587	9691	983
PBANKA_1205300	339	4884	5178	2857	1368	4898	450
PBANKA_1205400	1584	3863	2156	653	467	883	214
PBANKA_1205500	1896	675	534	185	119	450	50
PBANKA_1205600	660	371	239	132	123	414	56
PBANKA_1205700	354	280	168	68	12	258	3
PBANKA_1205800	330	1258	648	249	128	596	54
PBANKA_1205900	4197	5914	1970	145	608	1754	481
PBANKA_1206000	2490	17957	6227	1760	1268	5442	762
PBANKA_1206100	1614	2721	1117	460	290	925	138
PBANKA_1206200	5985	7115	2427	375	866	2392	545
PBANKA_1206300	10761	13808	3475	150	964	4549	1068
PBANKA_1206400	1173	954	876	264	190	507	135
PBANKA_1206500	624	516	305	97	44	181	29
PBANKA_1206600	1344	7561	7198	1401	2599	7541	1260
PBANKA_1206700	2937	2021	678	259	212	764	161
PBANKA_1206800	1158	284	194	50	22	99	27
PBANKA_1206900	1338	76326	43144	20847	20346	34962	11925
PBANKA_1207000	1410	1749	916	296	296	619	198
PBANKA_1207100	1227	2143	1565	495	377	1172	285
PBANKA_1207200	729	2256	1663	710	447	1449	279
PBANKA_1207300	825	561	317	147	78	305	56
PBANKA_1207400	1191	1017	654	194	137	343	167
PBANKA_1207500	2547	1935	597	173	74	281	50
PBANKA_1207600	1767	579	226	75	73	192	71
PBANKA_1207700	1005	1087	965	441	545	1654	196
PBANKA_1207800	861	1169	1070	298	245	551	317
PBANKA_1207900	1191	1391	621	232	124	656	74
PBANKA_1208000	1602	3353	1381	376	348	1007	274
PBANKA_1208100	3612	658	160	62	50	230	46
PBANKA_1208200	8631	22934	8104	363	1888	7588	2160
PBANKA_1208300	2196	441	207	65	165	223	88
PBANKA_1208400	642	933	685	265	239	673	146
PBANKA_1208500	861	488	274	117	115	245	82
PBANKA_1208600	4800	2165	746	272	222	871	154
PBANKA_1208700	354	1382	561	317	103	644	87
PBANKA_1208800	1062	6288	4627	1318	240	567	53
PBANKA_1208900	549	4011	2701	931	101	239	29
PBANKA_1209000	675	2343	1635	596	723	1196	374
PBANKA_1209100	678	1355	1103	353	341	805	175
PBANKA_1209200	867	204	115	37	32	107	28
PBANKA_1209300	1029	673	255	92	37	146	25
PBANKA_1209400	432	13748	9929	2664	729	5373	569
PBANKA_1209500	2325	470	249	78	59	191	44
PBANKA_1209600	345	240	238	63	42	181	22
PBANKA_1209700	1800	536	165	87	94	275	34
PBANKA_1209800	813	3338	2148	848	739	1551	355
PBANKA_1209900	528	3970	2695	1146	1427	2376	941
PBANKA_1210000	1641	576	85	70	62	310	43
PBANKA_1210100	1107	657	278	118	49	188	32
PBANKA_1210200	2913	110615	46755	3402	10492	34207	8691
PBANKA_1210300	921	1920	1126	443	230	1242	159
PBANKA_1210400	2268	2168	1042	418	253	846	127
PBANKA_1210500	1224	390	277	86	39	163	40
PBANKA_1210600	771	1121	923	253	151	647	86
PBANKA_1210700	579	4558	3571	1063	1283	2678	686
PBANKA_1210800	696	3155	2507	2776	1334	7576	337
PBANKA_1210900	1782	10516	6243	1818	1723	3767	1258
PBANKA_1211000	1635	2646	1170	380	443	858	222
PBANKA_1211100	3792	1982	611	166	159	471	74
PBANKA_1211200	2265	630	279	67	109	266	75
PBANKA_1211300	1143	1817	1031	550	212	1183	154
PBANKA_1211400	1665	1064	560	195	142	394	109
PBANKA_1211500	3579	1047	336	100	113	319	110
PBANKA_1211600	2484	2427	1055	336	515	840	380
PBANKA_1211700	1800	1483	428	206	137	451	94
PBANKA_1211800	2337	1020	283	91	73	244	111
PBANKA_1211900	4035	10471	4446	1442	1372	4252	1317
PBANKA_1212000	6402	8109	2736	605	796	1985	733
PBANKA_1212100	585	69	29	11	5	37	8
PBANKA_1212200	1359	376	458	122	70	229	48
PBANKA_1212300	3111	2020	884	312	354	1253	301
PBANKA_1212400	1032	321	336	85	86	205	71
PBANKA_1212500	3963	1824	1101	270	273	802	181
PBANKA_1212600	2487	3234	1809	458	166	339	92
PBANKA_1212700	6054	20640	7549	307	1793	7829	1593
PBANKA_1212800	975	237	94	57	41	95	27
PBANKA_1212900	3945	1264	361	117	122	400	94
PBANKA_1213000	7149	22709	8726	1898	2640	8626	2253
PBANKA_1213100	852	2469	1603	358	387	903	293
PBANKA_1213200	2433	3880	1829	639	224	676	99
PBANKA_1213300	5667	23740	7147	1369	1923	7784	1429
PBANKA_1213400	942	574	198	73	71	230	52
PBANKA_1213500	1086	422	211	72	69	269	45
PBANKA_1213600	2007	4004	1953	597	820	1360	540
PBANKA_1213700	1446	2007	1614	491	446	1154	275
PBANKA_1213800	1326	736	293	108	87	300	67
PBANKA_1213900	1602	842	383	156	70	302	43
PBANKA_1214000	1740	3106	1920	724	834	1357	475
PBANKA_1214100	996	1420	666	191	170	492	193
PBANKA_1214200	1008	6404	3272	1190	725	2387	395
PBANKA_1214300	1341	20308	10733	4122	3186	5166	1868
PBANKA_1214400	1506	10733	5711	1623	1189	4444	657
PBANKA_1214500	732	325	50	28	27	74	23
PBANKA_1214600	1791	1467	545	174	146	400	130
PBANKA_1214700	2886	20998	6608	1011	1748	6297	1483
PBANKA_1214800	1932	6132	2450	624	279	2338	281
PBANKA_1214900	2085	2535	1613	510	471	1143	338
PBANKA_1215000	960	370	293	97	36	180	39
PBANKA_1215100	3291	561	328	81	71	208	66
PBANKA_1215200	1224	542	308	108	56	143	40
PBANKA_1215300	1278	642	137	68	63	210	70
PBANKA_1215400	4536	5754	1871	509	714	1941	381
PBANKA_1215500	165	1660	1207	708	799	1957	400
PBANKA_1215600	789	5501	3355	1080	651	2308	490
PBANKA_1215700	555	2713	1360	491	124	924	108
PBANKA_1215800	7410	3577	1457	1743	484	3681	431
PBANKA_1215900	3789	4537	1530	471	301	694	228
PBANKA_1216000	912	320	199	63	40	139	24
PBANKA_1216100	2265	508	217	87	38	264	41
PBANKA_1216200	1683	865	328	142	132	412	51
PBANKA_1216300	2349	3739	1632	435	433	1368	329
PBANKA_1216400	1920	424	145	53	42	143	30
PBANKA_1216500	513	5774	3241	1766	1965	4136	721
PBANKA_1216600	3390	2335	961	386	374	861	226
PBANKA_1216700	7185	8259	2768	257	885	2596	722
PBANKA_1216800	5259	12007	4648	171	1562	6512	845
PBANKA_1216900	2160	1200	765	243	228	708	284
PBANKA_1217000	2616	976	358	130	78	299	75
PBANKA_1217100	960	758	415	171	61	142	21
PBANKA_1217200	3048	1235	611	151	126	546	125
PBANKA_1217300	1203	535	294	251	225	946	95
PBANKA_1217400	4851	599	291	83	117	260	85
PBANKA_1217500	1392	909	661	188	76	394	71
PBANKA_1217600	477	4190	3646	4196	6350	11526	2250
PBANKA_1217700	1302	10652	6657	2528	3028	6201	2139
PBANKA_1217800	552	2721	1610	525	292	1147	123
PBANKA_1217900	399	2153	1302	570	230	1888	121
PBANKA_1218000	1434	16426	10053	2807	2612	6349	1959
PBANKA_1218100	9615	1752	841	62	123	876	119
PBANKA_1218200	1608	9505	4583	1279	1870	2819	1547
PBANKA_1218300	1584	21150	11954	3214	2014	7707	1652
PBANKA_1218400	666	1261	854	247	137	593	85
PBANKA_1218500	435	10274	6705	1796	1846	3543	1062
PBANKA_1218600	840	1617	1036	316	163	721	135
PBANKA_1218700	1323	828	203	93	120	304	74
PBANKA_1218800	8148	3977	1227	463	395	1493	301
PBANKA_1218900	474	2582	1834	601	610	1377	469
PBANKA_1219000	2358	2027	1263	476	564	1584	333
PBANKA_1219100	744	18716	11783	3267	1995	8008	1373
PBANKA_1219200	627	4068	3804	2052	3686	6972	1227
PBANKA_1219300	2511	9144	2811	893	885	2225	581
PBANKA_1219400	861	294	120	60	38	148	32
PBANKA_1219500	1278	3280	1356	655	331	998	172
PBANKA_1219600	3114	1467	467	145	106	329	87
PBANKA_1219700	747	290	79	44	124	302	41
PBANKA_1219800	7257	1291	346	69	146	453	127
PBANKA_1219900	3411	4136	1555	558	460	1405	413
PBANKA_1220000	453	1008	405	143	71	383	39
PBANKA_1220100	3249	1760	757	263	236	695	143
PBANKA_1220200	2100	2293	891	302	517	672	122
PBANKA_1220300	1134	1273	622	241	162	371	107
PBANKA_1220400	198	109	61	31	13	116	6
PBANKA_1220500	5838	5828	1661	343	556	1379	445
PBANKA_1220600	9057	4997	1421	421	712	2157	541
PBANKA_1220700	1404	606	221	100	75	341	94
PBANKA_1220800	5586	2151	952	79	248	750	168
PBANKA_1220900	618	1166	971	592	322	1550	189
PBANKA_1221000	1194	342	107	74	73	127	35
PBANKA_1221100	765	544	506	243	144	251	44
PBANKA_1221200	495	2692	2447	629	830	1218	576
PBANKA_1221300	684	540	400	123	70	295	36
PBANKA_1221400	972	408	121	36	80	229	41
PBANKA_1221500	1101	1577	911	312	255	1173	81
PBANKA_1221600	3369	4682	2095	613	863	1675	482
PBANKA_1221700	519	295	183	57	55	137	37
PBANKA_1221800	2733	975	333	133	129	336	132
PBANKA_1221900	381	438	248	175	205	675	83
PBANKA_1222000	2184	717	375	140	57	284	44
PBANKA_1222100	1953	2656	1233	327	527	912	427
PBANKA_1222200	273	442	281	104	82	440	60
PBANKA_1222300	852	879	334	189	181	923	96
PBANKA_1222400	720	3735	1998	633	433	993	195
PBANKA_1222500	1665	9223	4846	1355	1053	2636	789
PBANKA_1222600	4113	2467	713	274	382	753	245
PBANKA_1222700	3564	1487	513	204	144	520	118
PBANKA_1222800	1119	1836	1379	441	378	1079	156
PBANKA_1222900	1269	3725	1631	443	413	1250	192
PBANKA_1223000	3423	2107	509	94	235	455	154
PBANKA_1223100	783	2141	1429	630	323	1474	179
PBANKA_1223200	564	494	462	197	144	466	86
PBANKA_1223300	606	2009	1622	522	585	1164	365
PBANKA_1223400	1236	1925	1156	580	505	1458	262
PBANKA_1223500	3474	1681	539	185	209	880	108
PBANKA_1223600	666	1114	712	273	197	589	134
PBANKA_1223700	1107	487	412	134	20	124	25
PBANKA_1223800	2862	15467	6759	1516	1746	4758	835
PBANKA_1223900	1092	150	101	47	35	82	20
PBANKA_1224000	5547	1598	588	213	373	697	183
PBANKA_1224100	2184	2152	855	296	235	683	89
PBANKA_1224200	2451	5318	2453	713	1008	1646	622
PBANKA_1224300	516	44	36	9	17	31	11
PBANKA_1224400	4926	3348	1613	113	608	1645	515
PBANKA_1224500	3108	5396	2242	797	808	2129	390
PBANKA_1224600	1551	812	338	102	42	226	20
PBANKA_1224700	3261	2819	988	342	171	475	75
PBANKA_1224800	729	605	246	79	59	173	43
PBANKA_1224900	1749	7477	3094	914	488	2326	292
PBANKA_1225000	3579	6025	2251	563	897	2210	548
PBANKA_1225100	3153	4318	1517	420	373	1173	346
PBANKA_1225200	678	87	24	14	9	31	8
PBANKA_1225300	3060	20097	6379	1673	1736	5990	2313
PBANKA_1225400	291	505	240	102	143	375	66
PBANKA_1225500	1644	60112	28980	7698	4692	20869	3229
PBANKA_1225600	732	1762	1661	524	862	1539	404
PBANKA_1225700	1305	3038	1676	441	416	1051	360
PBANKA_1225800	633	2133	1426	464	202	872	106
PBANKA_1225900	6174	95564	29722	3277	5893	31808	4129
PBANKA_1226000	1530	576	509	133	110	275	88
PBANKA_1226100	15975	23533	4945	262	1153	5793	1043
