Geneid	Length	RNA-seq_gSNF2_KO_1	RNA-seq_gSNF2_KO_2	RNA-seq_gSNF2_KO_3
PBANKA_1356300	2868	816	2158	595
PBANKA_1356400	4302	1163	2391	595
PBANKA_1356500	939	427	1476	256
PBANKA_1356600	1716	14	83	6
PBANKA_1356700	2217	443	974	271
PBANKA_1356800	21381	488	4595	597
PBANKA_1356900	1848	149	424	93
PBANKA_1357000	2556	48	119	30
PBANKA_1357100	2181	144	286	75
PBANKA_1357200	2754	814	2163	840
PBANKA_1357300	2694	465	1154	286
PBANKA_1357400	840	8	55	5
PBANKA_1357500	1392	92	137	48
PBANKA_1357600	3504	63	301	44
PBANKA_1357700	1119	1390	1817	654
PBANKA_1357800	4227	1426	3727	1209
PBANKA_1357900	990	1372	2419	986
PBANKA_1358000	474	493	1266	232
PBANKA_1358100	1608	116	196	71
PBANKA_1358200	261	902	3464	381
PBANKA_1358300	4260	1039	3005	541
PBANKA_1358400	831	41	127	29
PBANKA_1358500	1170	129	335	76
PBANKA_1358600	1410	584	1241	395
PBANKA_1358700	2808	337	994	292
PBANKA_1358800	651	193	590	107
PBANKA_1358900	2187	286	1121	232
PBANKA_1359000	1419	10551	27687	5528
PBANKA_1359100	504	49	288	32
PBANKA_1359200	609	1238	1835	743
PBANKA_1359300	16305	378	2811	572
PBANKA_1359400	1683	542	1522	293
PBANKA_1359500	690	723	3023	522
PBANKA_1359600	1368	706	3093	378
PBANKA_1359700	1296	1255	3581	531
PBANKA_1359800	546	18	145	13
PBANKA_1359900	1092	256	331	192
PBANKA_1360000	2028	559	1474	456
PBANKA_1360100	1239	226	659	179
PBANKA_1360200	402	1352	2158	848
PBANKA_1360300	1125	2384	3337	1464
PBANKA_1360400	819	6229	9793	4308
PBANKA_1360500	1680	334	766	203
PBANKA_1360600	768	261	719	147
PBANKA_1360700	5268	177	716	120
PBANKA_1360800	3585	153	469	117
PBANKA_1360900	675	121	365	68
PBANKA_1361000	621	79	372	66
PBANKA_1361100	3978	375	999	219
PBANKA_1361200	10437	6400	23430	7482
PBANKA_1361300	1047	927	2752	542
PBANKA_1361400	1074	34	124	14
PBANKA_1361500	2172	415	1324	323
PBANKA_1361600	5061	1263	3832	1032
PBANKA_1361700	360	11	105	13
PBANKA_1361800	1419	408	1165	297
PBANKA_1361900	588	30	127	14
PBANKA_1362000	2412	871	1922	525
PBANKA_1362100	4227	501	1790	431
PBANKA_1362200	723	82	267	61
PBANKA_1362300	8115	603	2298	424
PBANKA_1362400	942	74	278	48
PBANKA_1362500	729	251	677	148
PBANKA_1362600	1239	87	210	36
PBANKA_1362700	540	79	221	33
PBANKA_1362800	813	99	568	115
PBANKA_1362900	1737	410	670	233
PBANKA_1363000	285	47	465	37
PBANKA_1363100	975	49	289	48
PBANKA_1363200	1710	251	737	164
PBANKA_1363300	2826	151	427	84
PBANKA_1363400	747	85	274	47
PBANKA_1363500	1251	152	748	141
PBANKA_1363600	822	2924	11080	2111
PBANKA_1363700	1692	127	461	69
PBANKA_1363800	4542	683	1661	702
PBANKA_1363900	468	611	1561	302
PBANKA_1364000	4356	267	726	160
PBANKA_1364100	1104	349	667	239
PBANKA_1364200	597	2795	3980	1634
PBANKA_1364250	152	10	45	7
PBANKA_1364300	1506	6103	9233	2689
PBANKA_1364400	3360	3161	7493	1682
PBANKA_1364500	540	51	239	28
PBANKA_1364600	1245	84	440	84
PBANKA_1364700	5352	1991	6367	1133
PBANKA_1364800	3021	103	361	69
PBANKA_1364900	1395	230	784	225
PBANKA_1365000	1674	37	65	21
PBANKA_1365100	4410	378	1007	318
PBANKA_1365200	621	893	1564	382
PBANKA_1365300	6768	446	1034	446
PBANKA_1365400	2250	311	1048	267
PBANKA_1365500	984	2145	6301	1225
PBANKA_1365550	855	26	69	40
PBANKA_1365600	927	284	875	139
PBANKA_1365650	804	6	29	6
PBANKA_1365680	285	2	18	3
PBANKA_1365700	969	62	136	3
PBANKA_1365721	5481	4	45	3
PBANKA_1400011	963	5	6	0
PBANKA_1400021	843	0	0	0
PBANKA_1400031	1008	0	1	1
PBANKA_1400041	777	17	69	3
PBANKA_1400051	2442	3	12	10
PBANKA_1400061	1755	14	21	9
PBANKA_1400071	1032	65	122	14
PBANKA_1400081	867	127	304	16
PBANKA_1400086	960	0	0	0
PBANKA_1400091	8328	95	559	103
PBANKA_1400096	732	0	0	1
PBANKA_1400100	978	56	161	24
PBANKA_1400200	1830	60	69	9
PBANKA_1400300	912	15	36	9
PBANKA_1400400	777	158	485	8
PBANKA_1400500	930	1	4	4
PBANKA_1400600	3891	2287	3591	996
PBANKA_1400700	522	888	6685	598
PBANKA_1400800	654	52	158	15
PBANKA_1400900	492	789	3222	487
PBANKA_1401000	7800	568	2061	534
PBANKA_1401100	1032	140	231	77
PBANKA_1401200	4626	110	509	66
PBANKA_1401300	585	665	2052	458
PBANKA_1401400	2385	85	193	60
PBANKA_1401500	354	234	568	121
PBANKA_1401600	684	476	910	315
PBANKA_1401700	627	116	276	69
PBANKA_1401800	1014	49	174	46
PBANKA_1401900	885	60	246	62
PBANKA_1402000	5067	422	1091	288
PBANKA_1402100	369	18	126	28
PBANKA_1402200	2913	211	711	224
PBANKA_1402300	24729	533	3047	1056
PBANKA_1402400	612	457	767	477
PBANKA_1402500	2832	2302	5444	1742
PBANKA_1402600	2697	1857	3540	1591
PBANKA_1402700	1479	57	180	39
PBANKA_1402800	552	49	174	38
PBANKA_1402900	1653	715	1366	812
PBANKA_1403000	447	97	215	107
PBANKA_1403100	3507	27	82	33
PBANKA_1403200	828	95	368	98
PBANKA_1403250	122	4	53	5
PBANKA_1403300	3855	354	1790	347
PBANKA_1403400	381	108	304	47
PBANKA_1403500	3834	310	1120	161
PBANKA_1403600	1197	62	290	61
PBANKA_1403700	993	173	1124	96
PBANKA_1403800	10107	664	2038	564
PBANKA_1403900	1677	89	239	33
PBANKA_1404000	2259	58	159	42
PBANKA_1404100	993	131	348	93
PBANKA_1404200	612	232	493	97
PBANKA_1404300	867	36	143	30
PBANKA_1404400	1443	133	479	112
PBANKA_1404500	3717	29	136	37
PBANKA_1404600	420	24	90	26
PBANKA_1404700	1521	111	529	101
PBANKA_1404800	2277	90	294	74
PBANKA_1404900	1182	737	1299	720
PBANKA_1405000	3774	879	2168	254
PBANKA_1405100	1368	295	807	213
PBANKA_1405200	987	494	1016	512
PBANKA_1405300	1119	110	281	67
PBANKA_1405400	1407	304	1044	201
PBANKA_1405500	750	196	408	120
PBANKA_1405600	2634	283	522	167
PBANKA_1405700	918	40	128	49
PBANKA_1405800	1968	105	319	86
PBANKA_1405900	1029	125	319	63
PBANKA_1406000	264	12	47	8
PBANKA_1406100	2010	555	1278	468
PBANKA_1406200	3603	772	2204	832
PBANKA_1406300	1509	129	438	99
PBANKA_1406400	2328	414	1216	218
PBANKA_1406500	2025	259	745	184
PBANKA_1406600	447	172	999	83
PBANKA_1406700	6462	578	1605	461
PBANKA_1406800	249	510	1262	337
PBANKA_1406900	14595	1541	5197	1335
PBANKA_1407000	1371	209	664	126
PBANKA_1407100	4038	76	284	69
PBANKA_1407200	1161	80	301	63
PBANKA_1407300	1329	299	472	172
PBANKA_1407400	4125	2576	5957	3391
PBANKA_1407500	1086	49	233	43
PBANKA_1407600	492	2691	5685	1485
PBANKA_1407650	255	14	237	7
PBANKA_1407700	1968	748	1668	432
PBANKA_1407800	2040	565	1246	358
PBANKA_1407900	3144	9542	25532	6687
PBANKA_1408000	603	158	356	99
PBANKA_1408100	777	26	127	28
PBANKA_1408200	4416	143	379	94
PBANKA_1408300	966	61	129	18
PBANKA_1408400	612	12	76	12
PBANKA_1408500	771	172	506	88
PBANKA_1408600	2865	61	183	14
PBANKA_1408700	435	15	91	4
PBANKA_1408800	741	39	196	48
PBANKA_1408900	4170	135	826	180
PBANKA_1409000	612	211	617	112
PBANKA_1409100	588	54	160	54
PBANKA_1409200	465	1222	1913	573
PBANKA_1409300	3345	123	552	84
PBANKA_1409400	903	278	444	112
PBANKA_1409500	264	57	360	35
PBANKA_1409600	1455	506	1396	75
PBANKA_1409700	1581	251	471	91
PBANKA_1409800	951	548	1738	168
PBANKA_1409900	1380	133	570	85
PBANKA_1410000	1263	2838	4038	1376
PBANKA_1410100	1461	2140	9970	1457
PBANKA_1410200	462	234	315	140
PBANKA_1410300	3195	1243	4059	766
PBANKA_1410400	1836	1983	2696	942
PBANKA_1410500	1194	8	46	15
PBANKA_1410600	3015	97	423	101
PBANKA_1410700	867	51	148	39
PBANKA_1410800	819	17	60	30
PBANKA_1410900	3231	40	91	62
PBANKA_1410950	192	1146	2638	617
PBANKA_1411000	201	144	225	46
PBANKA_1411100	1296	589	986	455
PBANKA_1411200	5976	1117	5235	1173
PBANKA_1411300	3042	1657	3651	1561
PBANKA_1411400	237	581	1294	191
PBANKA_1411500	8415	20	132	41
PBANKA_1411600	1950	79	246	53
PBANKA_1411700	684	180	327	103
PBANKA_1411800	2394	125	253	63
PBANKA_1411900	4560	32	67	32
PBANKA_1412000	5811	293	937	316
PBANKA_1412100	801	18	74	9
PBANKA_1412200	9738	422	1483	401
PBANKA_1412300	1200	57	238	28
PBANKA_1412400	3600	153	426	105
PBANKA_1412500	2058	14	39	24
PBANKA_1412600	6939	209	754	173
PBANKA_1412800	1395	48	235	41
PBANKA_1412900	372	41	247	38
PBANKA_1413000	621	394	1000	308
PBANKA_1413100	1245	127	235	95
PBANKA_1413200	1098	115	413	110
PBANKA_1413300	528	81	304	58
PBANKA_1413400	1206	680	1358	441
PBANKA_1413500	645	185	544	111
PBANKA_1413600	1098	20	35	9
PBANKA_1413700	2967	80	312	53
PBANKA_1413800	1530	121	304	52
PBANKA_1413900	1263	547	1045	332
PBANKA_1414000	543	123	582	67
PBANKA_1414100	642	2937	5992	1923
PBANKA_1414200	963	229	520	184
PBANKA_1414300	1173	60	356	51
PBANKA_1414400	3525	440	944	247
PBANKA_1414500	987	9658	20105	6514
PBANKA_1414600	3129	374	917	199
PBANKA_1414700	660	59	231	49
PBANKA_1414800	318	4440	9772	1602
PBANKA_1414900	714	335	1934	241
PBANKA_1415000	2370	285	727	200
PBANKA_1415100	2604	773	2404	530
PBANKA_1415200	1884	7091	11997	4336
PBANKA_1415300	879	287	889	156
PBANKA_1415400	2295	4716	10306	3188
PBANKA_1415500	1929	77	235	95
PBANKA_1415600	2835	2570	4289	1200
PBANKA_1415700	7464	1297	5402	1059
PBANKA_1415800	852	89	172	77
PBANKA_1415900	498	65	90	21
PBANKA_1416000	276	62	277	30
PBANKA_1416100	1836	138	399	102
PBANKA_1416200	480	37	184	31
PBANKA_1416300	438	964	2529	420
PBANKA_1416400	2736	426	578	210
PBANKA_1416500	573	47	151	36
PBANKA_1416600	576	113	202	71
PBANKA_1416700	1218	20	50	30
PBANKA_1416800	4533	84	265	69
PBANKA_1416900	3684	673	1710	415
PBANKA_1417000	687	22	102	21
PBANKA_1417100	1725	150	205	75
PBANKA_1417200	2421	3314	11744	2146
PBANKA_1417300	2010	1208	2060	733
PBANKA_1417400	1938	3005	8216	1908
PBANKA_1417500	1950	193	462	84
PBANKA_1417600	2211	276	777	130
PBANKA_1417700	2211	30	78	173
PBANKA_1417800	2436	383	764	403
PBANKA_1417900	3159	1769	4632	1468
PBANKA_1418000	225	22	90	7
PBANKA_1418100	5274	1301	5026	1573
PBANKA_1418200	2475	184	462	136
PBANKA_1418300	3819	459	871	332
PBANKA_1418400	564	349	592	217
PBANKA_1418500	1578	154	498	95
PBANKA_1418600	2244	48	293	29
PBANKA_1418700	966	38	99	24
PBANKA_1418800	618	473	959	306
PBANKA_1418900	651	3740	6758	2872
PBANKA_1419000	4023	331	982	243
PBANKA_1419100	1272	948	2750	870
PBANKA_1419200	387	508	913	338
PBANKA_1419300	1992	6830	20453	5534
PBANKA_1419400	6453	194	461	155
PBANKA_1419500	228	53	149	24
PBANKA_1419600	9120	64	224	64
PBANKA_1419700	891	253	610	133
PBANKA_1419800	3477	141	456	118
PBANKA_1419900	2349	79	199	101
PBANKA_1420000	1074	144	321	111
PBANKA_1420100	2982	44	182	33
PBANKA_1420200	2598	112	266	72
PBANKA_1420300	627	222	926	134
PBANKA_1420400	750	62	295	65
PBANKA_1420500	9012	1649	6262	2358
PBANKA_1420600	372	997	2286	520
PBANKA_1420700	1857	166	827	63
PBANKA_1420800	3594	3112	12098	2325
PBANKA_1420900	3021	320	877	189
PBANKA_1421000	720	312	2341	84
PBANKA_1421100	1101	289	598	106
PBANKA_1421200	1314	235	664	359
PBANKA_1421221	72	1	1	11
PBANKA_1421241	80	142	113	48
PBANKA_1421261	82	31	17	23
PBANKA_1421300	969	134	512	153
PBANKA_1421400	306	73	220	50
PBANKA_1421500	3909	3707	17727	3851
PBANKA_1421600	1437	235	690	129
PBANKA_1421700	675	5617	13753	3300
PBANKA_1421800	213	231	907	151
PBANKA_1421900	2271	118	511	166
PBANKA_1422000	363	161	491	77
PBANKA_1422100	1218	92	328	42
PBANKA_1422200	1575	203	534	88
PBANKA_1422300	2823	211	481	144
PBANKA_1422400	2634	618	1506	721
PBANKA_1422500	2517	150	494	99
PBANKA_1422600	1020	11	63	13
PBANKA_1422700	597	911	2397	573
PBANKA_1422800	870	42	404	60
PBANKA_1422900	1182	5931	13905	3450
PBANKA_1423000	966	112	460	57
PBANKA_1423100	1911	199	940	115
PBANKA_1423200	3021	124	439	86
PBANKA_1423300	729	12813	15169	9459
PBANKA_1423400	459	22	159	30
PBANKA_1423500	648	1235	2219	587
PBANKA_1423600	435	655	1543	399
PBANKA_1423700	1086	3804	8393	2009
PBANKA_1423800	3765	112	267	82
PBANKA_1423900	801	86	388	75
PBANKA_1424000	1545	75	196	57
PBANKA_1424100	561	22	83	20
PBANKA_1424200	1986	537	1386	388
PBANKA_1424300	855	1620	3985	543
PBANKA_1424400	942	366	683	285
PBANKA_1424500	1806	981	2636	685
PBANKA_1424600	1566	208	834	135
PBANKA_1424700	216	22	103	23
PBANKA_1424800	594	170	287	73
PBANKA_1424900	498	339	555	157
PBANKA_1425000	2532	255	644	213
PBANKA_1425100	1638	1123	2077	906
PBANKA_1425200	1314	81	225	42
PBANKA_1425300	1299	17	89	18
PBANKA_1425350	876	182	442	107
PBANKA_1425400	7305	321	1058	269
PBANKA_1425500	1605	167	537	160
PBANKA_1425600	3423	125	340	150
PBANKA_1425700	1545	46	189	17
PBANKA_1425800	3396	240	671	120
PBANKA_1425900	3912	360	772	193
PBANKA_1426000	2574	67	194	46
PBANKA_1426100	1830	349	763	195
PBANKA_1426200	5406	541	3107	641
PBANKA_1426300	3372	409	1045	280
PBANKA_1426400	1659	148	550	89
PBANKA_1426500	2535	632	1459	299
PBANKA_1426600	1041	123	278	56
PBANKA_1426700	2043	95	401	82
PBANKA_1426800	429	14	127	16
PBANKA_1426900	2730	2664	5152	2563
PBANKA_1427000	918	333	623	314
PBANKA_1427100	1788	3618	7652	3050
PBANKA_1427200	1545	1993	3514	869
PBANKA_1427300	2784	421	1031	310
PBANKA_1427400	336	61	207	43
PBANKA_1427500	267	193	864	132
PBANKA_1427600	3231	143	746	111
PBANKA_1427700	1524	340	881	741
PBANKA_1427800	16569	529	2735	914
PBANKA_1427900	315	29	62	29
PBANKA_1428000	2643	454	1611	374
PBANKA_1428100	2982	283	1160	256
PBANKA_1428200	2322	118	290	86
PBANKA_1428300	3675	362	1183	322
PBANKA_1428400	876	120	280	63
PBANKA_1428500	1752	188	314	70
PBANKA_1428600	456	285	548	204
PBANKA_1428700	3792	2583	6639	1569
PBANKA_1428800	966	547	858	346
PBANKA_1428900	2973	1018	2279	794
PBANKA_1428980	164	1779	5397	1255
PBANKA_1429000	858	62	256	17
PBANKA_1429100	339	394	1001	95
PBANKA_1429200	1752	2279	4879	1717
PBANKA_1429300	1953	233	760	192
PBANKA_1429400	282	447	917	288
PBANKA_1429500	432	341	915	187
PBANKA_1429600	2268	204	397	67
PBANKA_1429700	2496	971	1791	504
PBANKA_1429800	420	73	228	63
PBANKA_1429900	3879	313	674	204
PBANKA_1430000	531	31	83	11
PBANKA_1430100	1605	296	547	183
PBANKA_1430200	378	192	252	100
PBANKA_1430300	561	5682	14493	3605
PBANKA_1430400	477	394	1094	177
PBANKA_1430500	465	19	128	15
PBANKA_1430600	330	720	5412	756
PBANKA_1430700	738	1205	3379	688
PBANKA_1430800	648	284	1034	189
PBANKA_1430900	2619	1066	2950	1051
PBANKA_1431000	858	20	117	18
PBANKA_1431050	309	1109	2676	387
PBANKA_1431100	1653	567	1595	367
PBANKA_1431200	201	21	45	19
PBANKA_1431300	411	130	540	67
PBANKA_1431400	3369	354	1949	68
PBANKA_1431500	1080	183	486	18
PBANKA_1431600	1779	219	411	116
PBANKA_1431700	1707	87	236	46
PBANKA_1431800	864	54	224	36
PBANKA_1431900	1107	216	444	202
PBANKA_1432000	423	98	424	55
PBANKA_1432100	2199	135	334	76
PBANKA_1432200	645	1910	6597	1662
PBANKA_1432300	558	859	1086	347
PBANKA_1432400	3000	1495	4566	585
PBANKA_1432451	72	15	6	13
PBANKA_1432500	2589	482	1190	241
PBANKA_1432600	423	64	253	45
PBANKA_1432700	987	165	542	90
PBANKA_1432800	2994	268	772	200
PBANKA_1432900	2568	425	1072	322
PBANKA_1433000	2460	865	2052	404
PBANKA_1433100	636	308	631	182
PBANKA_1433200	687	130	245	65
PBANKA_1433300	1347	208	650	120
PBANKA_1433400	243	38	153	22
PBANKA_1433500	1233	338	460	208
PBANKA_1433600	1047	111	295	43
PBANKA_1433700	1335	299	962	185
PBANKA_1433800	6129	395	1151	347
PBANKA_1433900	1803	121	321	76
PBANKA_1434000	1440	163	543	84
PBANKA_1434100	3426	572	1203	460
PBANKA_1434200	1767	167	600	114
PBANKA_1434300	1575	92	407	96
PBANKA_1434400	1053	2016	5187	1447
PBANKA_1434500	2259	68	294	35
PBANKA_1434600	8037	3489	18075	3477
PBANKA_1434700	5961	618	2460	542
PBANKA_1434800	4548	1948	4402	1408
PBANKA_1434900	573	352	761	305
PBANKA_1435000	162	30	74	16
PBANKA_1435100	684	208	545	104
PBANKA_1435200	1443	603	1768	555
PBANKA_1435300	1881	290	784	200
PBANKA_1435400	6393	173	657	115
PBANKA_1435500	7377	223	897	234
PBANKA_1435600	1413	70	185	36
PBANKA_1435700	1017	124	411	106
PBANKA_1435800	993	132	489	66
PBANKA_1435900	2118	44	124	24
PBANKA_1436100	846	182	493	188
PBANKA_1436200	5982	632	2483	520
PBANKA_1436300	780	3062	8611	2069
PBANKA_1436400	306	832	3653	142
PBANKA_1436500	2133	1679	3817	955
PBANKA_1436600	1539	30508	62572	17086
PBANKA_1436700	2460	48	192	29
PBANKA_1436800	1338	75	166	73
PBANKA_1436900	2382	110	318	58
PBANKA_1437000	2193	252	718	223
PBANKA_1437100	2097	468	1440	406
PBANKA_1437200	1527	242	896	155
PBANKA_1437250	142	0	2	2
PBANKA_1437300	2427	1490	5205	926
PBANKA_1437400	744	269	672	197
PBANKA_1437500	7020	791	3013	989
PBANKA_1437600	555	49336	72919	19195
PBANKA_1437700	786	4012	15880	3371
PBANKA_1437800	1422	296	773	260
PBANKA_1437900	402	161	484	112
PBANKA_1438000	1311	967	2596	586
PBANKA_1438100	1368	329	1494	192
PBANKA_1438200	3510	250	845	163
PBANKA_1438300	4812	1375	3086	1010
PBANKA_1438400	12543	1606	4669	1165
PBANKA_1438500	4686	153	591	88
PBANKA_1438600	822	251	556	128
PBANKA_1438700	933	100	208	86
PBANKA_1438800	699	113	314	53
PBANKA_1438900	882	67	307	53
PBANKA_1439000	576	204	593	107
PBANKA_1439100	2493	9826	22451	7020
PBANKA_1439200	2505	7648	20906	2935
PBANKA_1439300	1656	478	2147	353
PBANKA_1439400	807	708	1763	394
PBANKA_1439500	705	48	202	29
PBANKA_1439600	3555	300	1190	232
PBANKA_1439700	954	163	539	64
PBANKA_1439800	330	95	458	99
PBANKA_1439900	4731	154	427	101
PBANKA_1440000	4758	226	584	174
PBANKA_1440100	2523	343	930	479
PBANKA_1440200	876	106	371	206
PBANKA_1440300	576	50	111	35
PBANKA_1440400	1281	47	113	35
PBANKA_1440500	2382	65	284	45
PBANKA_1440600	4137	300	871	200
PBANKA_1440700	3363	475	1426	305
PBANKA_1440800	2070	105	271	67
PBANKA_1440900	2352	77	264	81
PBANKA_1441000	756	122	231	123
PBANKA_1441100	867	815	2346	551
PBANKA_1441200	2415	178	530	154
PBANKA_1441300	3888	113	366	96
PBANKA_1441400	795	209	1301	160
PBANKA_1441500	1845	111	317	71
PBANKA_1441600	1155	211	653	201
PBANKA_1441700	1377	196	567	119
PBANKA_1441800	477	65	671	45
PBANKA_1441900	2148	785	1850	784
PBANKA_1442000	5811	119	427	120
PBANKA_1442100	3492	95	481	94
PBANKA_1442200	16119	1081	10923	594
PBANKA_1442300	2460	548	1690	491
PBANKA_1442400	2358	48	363	37
PBANKA_1442500	3210	149	530	115
PBANKA_1442600	1533	587	1527	396
PBANKA_1442700	444	34	78	12
PBANKA_1442800	1260	119	354	22
PBANKA_1442900	2316	55	158	29
PBANKA_1443000	2748	988	2298	485
PBANKA_1443100	3288	96	382	100
PBANKA_1443200	1209	162	423	189
PBANKA_1443300	1857	353	705	112
PBANKA_1443400	3060	102	208	148
PBANKA_1443500	7413	586	2156	462
PBANKA_1443600	4515	103	313	68
PBANKA_1443700	2283	903	2733	559
PBANKA_1443800	5808	562	2098	397
PBANKA_1443900	2190	748	1867	412
PBANKA_1444000	351	86	1042	53
PBANKA_1444100	1629	513	934	480
PBANKA_1444200	2568	375	1812	246
PBANKA_1444300	249	76	313	56
PBANKA_1444400	1896	161	434	87
PBANKA_1444500	5457	446	1513	204
PBANKA_1444600	2055	331	1167	148
PBANKA_1444700	5025	286	879	223
PBANKA_1444800	1338	14972	30872	7401
PBANKA_1444900	2913	268	687	140
PBANKA_1445000	777	3757	5764	3116
PBANKA_1445100	624	1278	2501	581
PBANKA_1445200	1305	38	190	39
PBANKA_1445300	1131	285	665	157
PBANKA_1445400	2064	1423	4372	433
PBANKA_1445500	1620	309	490	167
PBANKA_1445600	2391	81	408	48
PBANKA_1445700	2661	2183	5809	2853
PBANKA_1445800	642	649	1042	613
PBANKA_1445900	1101	637	2582	455
PBANKA_1446000	2751	206	877	219
PBANKA_1446100	5313	792	2684	690
PBANKA_1446200	429	149	396	127
PBANKA_1446300	3174	283	870	173
PBANKA_1446400	204	25	50	22
PBANKA_1446500	5274	1230	3285	1439
PBANKA_1446600	3093	122	302	94
PBANKA_1446700	1827	116	405	85
PBANKA_1446800	2124	411	896	345
PBANKA_1446900	1551	750	1976	488
PBANKA_1447000	456	461	1172	247
PBANKA_1447100	894	254	906	127
PBANKA_1447200	2481	349	954	250
PBANKA_1447300	966	58	118	43
PBANKA_1447400	2508	128	335	139
PBANKA_1447500	417	44	157	45
PBANKA_1447600	1470	94	451	62
PBANKA_1447700	2334	228	666	117
PBANKA_1447800	477	65	204	54
PBANKA_1447900	4677	1470	5624	1156
PBANKA_1448000	3609	1191	3567	905
PBANKA_1448100	1587	114	319	103
PBANKA_1448200	14403	739	4784	460
PBANKA_1448300	1578	78	396	39
PBANKA_1448400	636	560	907	273
PBANKA_1448500	2832	588	1764	390
PBANKA_1448600	1299	51	133	31
PBANKA_1448700	9444	557	2465	513
PBANKA_1448800	5184	324	1166	249
PBANKA_1448900	1872	476	1544	306
PBANKA_1449000	1734	2092	4329	714
PBANKA_1449100	1059	121	286	103
PBANKA_1449200	2922	122	268	49
PBANKA_1449300	1644	3530	8465	2077
PBANKA_1449400	3657	658	1387	400
PBANKA_1449500	444	3854	7668	2115
PBANKA_1449600	1260	92	344	106
PBANKA_1449700	207	2203	4469	1046
PBANKA_1449800	2967	937	2536	396
PBANKA_1449900	4176	805	2802	508
PBANKA_1450000	2967	187	653	114
PBANKA_1450100	1983	208	502	94
PBANKA_1450200	1329	1480	3641	1498
PBANKA_1450300	1602	1619	2670	979
PBANKA_1450400	5619	330	906	268
PBANKA_1450500	2748	380	851	323
PBANKA_1450600	876	85	401	75
PBANKA_1450700	1194	634	1463	494
PBANKA_1450800	2586	335	933	249
PBANKA_1450900	1263	100	367	64
PBANKA_1451000	1704	55	297	40
PBANKA_1451100	804	2162	10250	690
PBANKA_1451200	459	221	822	72
PBANKA_1451300	1449	39	133	27
PBANKA_1451400	1536	104	270	96
PBANKA_1451500	1110	200	700	183
PBANKA_1451600	1905	864	2082	713
PBANKA_1451700	5673	244	747	227
PBANKA_1451800	4671	813	1372	717
PBANKA_1451900	933	61	228	57
PBANKA_1452000	1209	190	725	91
PBANKA_1452100	4560	700	2605	439
PBANKA_1452200	1506	299	646	171
PBANKA_1452300	633	370	1556	179
PBANKA_1452400	222	44	117	26
PBANKA_1452500	2169	2270	2685	1592
PBANKA_1452600	681	223	597	82
PBANKA_1452700	1062	150	358	70
PBANKA_1452800	2706	759	2448	458
PBANKA_1452900	759	72	344	38
PBANKA_1453000	3438	2380	4540	2019
PBANKA_1453100	1521	3056	8772	1820
PBANKA_1453200	1179	310	1649	251
PBANKA_1453300	2265	6430	13669	3631
PBANKA_1453400	1512	950	1771	573
PBANKA_1453500	2346	336	860	224
PBANKA_1453600	813	198	769	74
PBANKA_1453700	4458	1330	3430	1527
PBANKA_1453800	630	147	422	94
PBANKA_1453900	558	596	1991	473
PBANKA_1454000	2766	417	858	341
PBANKA_1454100	2589	314	447	156
PBANKA_1454200	17196	1740	13460	1972
PBANKA_1454300	2898	185	389	100
PBANKA_1454400	1542	85	330	68
PBANKA_1454500	1446	291	612	171
PBANKA_1454600	6783	784	1490	446
PBANKA_1454700	1662	28	98	40
PBANKA_1454800	5565	1115	6826	1445
PBANKA_1454900	1401	70	470	70
PBANKA_1455000	789	1422	4196	826
PBANKA_1455100	1011	954	2014	493
PBANKA_1455200	2580	338	877	177
PBANKA_1455300	1227	234	577	180
PBANKA_1455400	1551	216	928	98
PBANKA_1455500	225	63	351	27
PBANKA_1455600	1959	1109	3351	544
PBANKA_1455700	555	159	1050	164
PBANKA_1455800	1350	290	1540	380
PBANKA_1455900	1155	129	424	24
PBANKA_1456000	1530	77	184	64
PBANKA_1456100	414	849	3278	920
PBANKA_1456200	1365	326	1131	245
PBANKA_1456300	282	307	1193	145
PBANKA_1456400	978	122	328	98
PBANKA_1456500	768	24	154	26
PBANKA_1456600	252	8	38	2
PBANKA_1456700	234	26	147	13
PBANKA_1456800	687	163	737	118
PBANKA_1456900	348	2101	5566	1209
PBANKA_1457000	1239	240	446	141
PBANKA_1457100	1125	119	367	93
PBANKA_1457200	5223	1110	3784	751
PBANKA_1457300	2814	233	573	157
PBANKA_1457400	3687	224	978	184
PBANKA_1457500	2790	267	611	182
PBANKA_1457550	300	61	1022	49
PBANKA_1457600	3471	146	506	98
PBANKA_1457700	2325	75	277	82
PBANKA_1457800	891	1031	1672	815
PBANKA_1457900	597	322	547	274
PBANKA_1458000	1002	306	787	190
PBANKA_1458100	2415	121	366	96
PBANKA_1458200	1248	115	384	72
PBANKA_1458300	3078	1969	4713	1294
PBANKA_1458400	3843	100	329	76
PBANKA_1458500	465	54	345	36
PBANKA_1458600	1008	173	505	91
PBANKA_1458700	1506	230	598	121
PBANKA_1458800	4245	856	2926	632
PBANKA_1458900	1239	514	1223	331
PBANKA_1459000	897	35	117	17
PBANKA_1459100	1536	119	523	71
PBANKA_1459200	1923	43	128	27
PBANKA_1459300	1131	12936	24238	5866
PBANKA_1459400	2394	705	2572	511
PBANKA_1459500	615	24389	37434	12488
PBANKA_1459600	1587	52	212	50
PBANKA_1459700	1356	241	454	178
PBANKA_1459800	1119	221	491	126
PBANKA_1459900	786	263	871	260
PBANKA_1460000	2154	120	279	58
PBANKA_1460100	723	46	104	43
PBANKA_1460200	492	155	678	108
